MSZoning,Street,LotShape,LandSlope,Neighborhood,HouseStyle,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,KitchenQual,FireplaceQu,GarageFinish,GarageType_NoNull,OverallQual,GrLivArea_capped,TotalBsmtSF_capped,2ndFlrSF,BsmtFinSF1,1stFlrSF_capped,LotArea_capped,GarageArea_capped,YearBuilt,LotFrontage_capped
RL,Pave,IR1,Gtl,NWAmes,2Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,Gd,RFn,Attchd,6,1993.0,825.0,896,416,1097.0,14803.0,495.0,1971,
RL,Pave,IR1,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,BuiltIn,7,1861.0,916.0,941,700,920.0,13450.0,492.0,2002,95.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,RFn,Attchd,5,1041.0,1041.0,0,991,1041.0,9600.0,270.0,1959,80.0
RM,Pave,Reg,Gtl,BrkSide,1Story,TA,BrkTil,TA,No,TA,GasA,TA,N,TA,Gd,Unf,Detchd,6,986.0,960.0,0,0,986.0,6180.0,180.0,1926,60.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,1405.0,1405.0,0,0,1405.0,3136.0,478.0,2003,
RL,Pave,IR1,Gtl,CollgCr,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1226.0,1226.0,0,0,1226.0,10402.0,740.0,2009,94.0
RL,Pave,Reg,Gtl,BrkSide,1Story,TA,BrkTil,TA,Mn,TA,GasA,Ex,Y,Fa,,Fin,Detchd,6,838.0,816.0,0,210,838.0,10267.0,275.0,1918,55.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,BrkTil,TA,No,TA,GasA,TA,N,TA,,Unf,Detchd,3,864.0,864.0,0,203,864.0,8212.0,200.0,1914,45.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,NoGarage,,5,1006.0,1006.0,0,288,1006.0,9000.0,0.0,1959,
RL,Pave,IR1,Gtl,Veenker,1Story,Gd,CBlock,Ex,Gd,Ex,GasA,Gd,Y,Gd,Gd,Fin,Attchd,9,1842.0,1842.0,0,1810,1842.0,35469.990413139654,894.0,1981,68.0
RL,Pave,Reg,Gtl,NridgHt,1Story,Gd,PConc,Ex,Gd,Ex,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1710.0,1710.0,0,1400,1710.0,13891.0,866.0,2007,107.0
RL,Pave,Reg,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,TA,Fin,BuiltIn,8,2263.0,1141.0,1098,0,1165.0,12090.0,420.0,1998,93.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,PConc,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,4,2290.0,777.0,1044,0,1246.0,11340.0,560.0,1885,60.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,PConc,TA,No,TA,GasA,TA,Y,TA,Po,RFn,Attchd,4,1100.0,1100.0,0,419,1100.0,12493.0,312.0,1960,
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,Mn,TA,GasA,Ex,Y,TA,Gd,Fin,Attchd,6,2117.0,1205.0,0,865,2117.0,12925.0,550.0,1970,
RL,Pave,IR1,Gtl,Edwards,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Basment,4,960.0,672.0,0,0,960.0,8926.0,288.0,1956,
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Gd,Y,TA,TA,Unf,Detchd,7,1774.0,952.0,752,0,1022.0,6120.0,468.0,1931,51.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Detchd,6,1082.0,1082.0,0,336,1082.0,11664.0,240.0,1948,60.0
RM,Pave,Reg,Gtl,OldTown,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,,Unf,Attchd,5,1122.0,924.0,0,144,1122.0,12000.0,528.0,1948,100.0
RL,Pave,Reg,Gtl,StoneBr,1Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,8,1338.0,1338.0,0,616,1338.0,4920.0,582.0,2001,41.0
RL,Pave,IR1,Gtl,Timber,2Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,TA,,Fin,Attchd,6,1756.0,872.0,868,742,888.0,9303.0,422.0,1996,
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,Gd,Gd,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,6,1302.0,1302.0,0,270,1302.0,9350.0,309.0,1964,85.0
RM,Pave,Reg,Gtl,IDOTRR,1Story,TA,BrkTil,TA,No,TA,GasA,Ex,N,TA,,Unf,Detchd,4,951.0,951.0,0,285,951.0,8765.0,327.0,1936,50.0
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,6,987.0,483.0,504,309,483.0,1953.0,264.0,1973,21.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,PConc,Ex,No,Ex,GasA,Gd,Y,TA,,Fin,Attchd,5,1090.0,1090.0,0,980,1090.0,7024.0,450.0,2005,60.0
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,5,1604.0,984.0,620,408,984.0,10998.0,660.0,1941,60.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Unf,Detchd,6,1512.0,756.0,756,420,756.0,2117.0,440.0,2000,
RL,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Gd,Y,Fa,Gd,Unf,Detchd,6,1577.0,972.0,605,0,972.0,6435.0,312.0,1939,65.0
RL,Pave,IR1,Gtl,Veenker,2Story,Gd,CBlock,TA,Gd,TA,GasA,TA,Y,Gd,Gd,RFn,Attchd,7,2167.0,1192.0,651,125,1516.0,17542.0,518.0,1974,
RL,Pave,IR1,Gtl,Sawyer,SLvl,TA,CBlock,Gd,Av,Gd,GasA,TA,Y,TA,TA,Unf,Attchd,6,1212.0,506.0,0,506,1212.0,8471.0,492.0,1977,88.0
RL,Pave,Reg,Gtl,CollgCr,1Story,TA,CBlock,TA,Av,TA,GasA,TA,Y,TA,,Unf,Attchd,5,969.0,969.0,0,716,969.0,10356.0,440.0,1975,120.0
RM,Pave,Reg,Gtl,Edwards,SLvl,TA,PConc,Gd,Gd,Gd,GasA,Ex,Y,TA,,RFn,Basment,6,1072.0,547.0,0,459,1072.0,3675.0,525.0,2005,35.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Ex,PConc,Ex,Gd,Ex,GasA,Ex,Y,Ex,Gd,RFn,Attchd,8,1518.0,1518.0,0,1218,1518.0,12677.0,588.0,2003,62.0
RL,Pave,IR1,Gtl,Mitchel,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1188.0,1188.0,0,593,1188.0,26142.0,312.0,1962,
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1958.0,1026.0,932,0,1026.0,10625.0,936.0,2005,85.0
RL,Pave,Reg,Gtl,NPkVill,1Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,,RFn,Attchd,6,1069.0,1069.0,0,559,1069.0,4043.0,440.0,1977,53.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Ex,TA,RFn,Attchd,8,1788.0,1753.0,0,0,1788.0,11838.0,522.0,2001,
RL,Pave,Reg,Gtl,OldTown,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,N,TA,Gd,Unf,Attchd,5,2414.0,954.0,648,664,1766.0,10800.0,520.0,1900,60.0
RL,Pave,IR1,Gtl,BrkSide,1Story,TA,CBlock,NoBasement,NoBasement,NoBasement,Floor,TA,N,TA,,Unf,Detchd,3,720.0,0.0,0,0,720.0,6627.0,287.0,1949,
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,TA,RFn,Attchd,6,1261.0,1261.0,0,662,1261.0,9120.0,433.0,1958,76.0
RM,Pave,Reg,Gtl,BrkSide,1Story,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,875.0,715.0,0,209,875.0,6120.0,180.0,1931,51.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,PConc,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,5,672.0,672.0,0,0,672.0,10200.0,240.0,1940,60.0
RL,Pave,IR1,Gtl,Edwards,SFoyer,TA,CBlock,Gd,Gd,Gd,GasA,TA,Y,TA,,NoGarage,,6,980.0,945.0,0,945,980.0,9400.0,0.0,1975,35.0
RL,Pave,Reg,Gtl,OldTown,1.5Fin,TA,PConc,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,3,1214.0,672.0,520,0,694.0,10410.0,936.0,1915,60.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,PConc,TA,No,TA,GasA,Ex,Y,TA,,Fin,Detchd,5,1486.0,1486.0,0,637,1486.0,9937.0,480.0,1964,75.0
RL,Pave,IR1,Mod,Crawfor,2Story,TA,CBlock,TA,No,TA,GasA,Fa,Y,TA,Gd,Unf,Detchd,6,1660.0,715.0,811,326,849.0,11988.0,240.0,1934,74.0
RL,Pave,IR1,Gtl,Mitchel,SLvl,TA,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,Unf,Attchd,7,1217.0,1188.0,0,611,1217.0,9947.0,497.0,1990,
RL,Pave,Reg,Gtl,Crawfor,2Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Fa,Gd,Unf,Attchd,7,1564.0,704.0,704,275,860.0,12000.0,234.0,1941,75.0
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1490.0,788.0,702,724,788.0,15384.0,388.0,2004,60.0
RL,Pave,Reg,Mod,Crawfor,2Story,TA,PConc,Gd,Mn,Gd,GasA,TA,Y,TA,Gd,Unf,Basment,8,2829.164657188144,965.0,1254,428,1940.0,12168.0,380.0,1934,78.0
RL,Pave,IR1,Gtl,CollgCr,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1501.0,1490.0,0,679,1501.0,10335.0,577.0,1999,78.0
RL,Pave,Reg,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,7,1320.0,660.0,660,0,660.0,7750.0,400.0,2003,
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,8,2612.0,1225.0,1336,854,1276.0,12203.0,676.0,1998,98.0
RL,Pave,Reg,Gtl,NAmes,2Story,Gd,PConc,TA,No,TA,GasA,Gd,Y,Gd,Ex,Unf,Detchd,8,2829.164657188144,1360.0,1360,1036,1360.0,25419.0,795.0,1918,130.7618378042347
RL,Pave,Reg,Gtl,SWISU,2.5Fin,Gd,PConc,TA,No,TA,GasA,TA,N,TA,,Unf,Detchd,4,2230.0,795.0,795,0,954.0,6204.0,440.0,1912,60.0
RL,Pave,Reg,Gtl,ClearCr,2Story,TA,CBlock,Gd,No,Gd,GasA,Ex,Y,TA,TA,Fin,Attchd,7,2022.0,1160.0,866,392,1156.0,10005.0,505.0,1977,83.0
RL,Pave,IR1,Gtl,NWAmes,2Story,TA,CBlock,TA,No,TA,GasA,Fa,Y,Gd,TA,Fin,Attchd,7,2263.0,795.0,795,795,1468.0,16659.0,539.0,1977,
RL,Pave,IR1,Gtl,Gilbert,2Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,TA,Fin,Attchd,7,1632.0,935.0,677,0,955.0,9084.0,462.0,1998,63.0
RL,Pave,IR2,Gtl,Veenker,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Ex,Gd,Fin,Attchd,8,1288.0,1260.0,0,786,1288.0,14963.0,500.0,1996,38.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Attchd,6,1080.0,1080.0,0,570,1080.0,9464.0,288.0,1958,75.0
RL,Pave,Reg,Gtl,CollgCr,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,6,1700.0,1682.0,0,340,1700.0,9135.0,544.0,2003,70.0
RL,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,Fa,No,Fa,GasA,Gd,Y,TA,,Unf,Attchd,6,1310.0,617.0,445,617,865.0,7000.0,398.0,1924,50.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,Gd,,Unf,Attchd,4,1067.0,1067.0,0,442,1067.0,9600.0,436.0,1950,60.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,Stone,Fa,No,Fa,GasA,Gd,N,Fa,,Unf,Detchd,6,1928.0,1020.0,1020,0,908.0,9142.0,440.0,1910,69.0
RL,Pave,IR1,Gtl,NWAmes,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,Gd,TA,RFn,Attchd,7,2784.0,1392.0,1392,790,1392.0,16692.0,564.0,1978,80.0
RL,Pave,Reg,Gtl,CollgCr,2Story,TA,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,TA,RFn,Detchd,7,2097.0,1108.0,989,975,1108.0,9750.0,583.0,1998,75.0
RM,Pave,Reg,Gtl,IDOTRR,1Story,Gd,BrkTil,TA,Av,TA,GasA,Ex,Y,TA,,Unf,Detchd,6,816.0,816.0,0,538,816.0,5890.0,432.0,1930,
RL,Pave,IR2,Mod,ClearCr,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Fa,Fin,Attchd,6,1953.0,1580.0,874,985,1079.0,35469.990413139654,501.0,1992,
RL,Pave,IR1,Gtl,StoneBr,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Ex,Ex,Fin,Attchd,8,1659.0,1501.0,0,1158,1659.0,5664.0,499.0,2000,40.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,Mn,TA,GasA,TA,Y,TA,Gd,Unf,Attchd,5,1779.0,1763.0,0,306,1779.0,17920.0,454.0,1955,102.0
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,7,1248.0,1248.0,0,16,1248.0,3010.0,438.0,2005,43.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,1929.0,1057.0,872,738,1057.0,7050.0,650.0,2001,
RL,Pave,Reg,Gtl,Veenker,1Story,TA,CBlock,Gd,Gd,Gd,GasA,Ex,Y,TA,TA,RFn,Attchd,6,1262.0,1262.0,0,978,1262.0,9600.0,460.0,1976,80.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Ex,Av,Ex,GasA,Ex,Y,Ex,Gd,Fin,BuiltIn,7,2696.0,1264.0,1414,984,1282.0,9965.0,792.0,2007,77.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Gd,Unf,Detchd,5,894.0,894.0,0,553,894.0,8450.0,336.0,1965,65.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,Fa,No,Fa,GasA,Ex,N,TA,TA,Unf,Detchd,6,1912.0,482.0,691,0,1221.0,10800.0,672.0,1905,60.0
RH,Pave,Reg,Gtl,SawyerW,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,5,965.0,828.0,0,641,965.0,7800.0,300.0,1965,60.0
RL,Pave,Reg,Gtl,Mitchel,2Story,TA,CBlock,TA,Av,TA,GasA,TA,Y,TA,,NoGarage,,6,1824.0,912.0,912,0,912.0,9400.0,0.0,1971,94.0
RL,Pave,IR2,Gtl,CollgCr,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,8,1787.0,1753.0,0,0,1787.0,14781.0,748.0,2001,
RL,Pave,Reg,Gtl,Edwards,1Story,TA,CBlock,TA,No,TA,GasA,TA,N,Fa,,NoGarage,,4,1440.0,1440.0,0,133,1440.0,12108.0,0.0,1955,92.0
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,6,1252.0,1032.0,220,280,1032.0,9600.0,288.0,1950,80.0
RL,Pave,IR1,Gtl,NoRidge,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,8,1987.0,1986.0,0,1314,1987.0,14303.0,691.0,1994,91.0
RL,Pave,Reg,Gtl,Edwards,SFoyer,TA,CBlock,Gd,Av,Gd,GasA,TA,Y,TA,,RFn,Detchd,4,1181.0,1138.0,0,920,1181.0,10012.0,588.0,1972,90.0
RL,Pave,IR1,Gtl,Gilbert,2Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,TA,TA,Fin,Attchd,6,1792.0,936.0,830,0,962.0,10261.0,451.0,2000,93.0
RL,Pave,Reg,Gtl,Edwards,1Story,TA,PConc,Fa,No,Fa,GasA,Ex,Y,TA,,NoGarage,,5,864.0,864.0,0,0,864.0,4060.0,0.0,1922,56.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,Mn,TA,GasA,Gd,Y,TA,,RFn,Attchd,5,1128.0,1120.0,0,776,1128.0,8700.0,525.0,1963,80.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1959.0,1088.0,871,0,1088.0,9000.0,1007.4922406197524,2006,75.0
RL,Pave,Reg,Gtl,NAmes,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,Unf,Attchd,6,1839.0,756.0,788,0,1051.0,7700.0,442.0,1966,70.0
RL,Pave,IR1,Gtl,Sawyer,1Story,TA,PConc,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,904.0,876.0,0,0,904.0,7162.0,408.0,1966,
RL,Pave,IR1,Gtl,CollgCr,1Story,TA,CBlock,Gd,Mn,Gd,GasA,TA,Y,Gd,,Unf,Detchd,5,1040.0,1040.0,0,532,1040.0,8800.0,484.0,1977,61.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,Unf,Attchd,6,918.0,918.0,0,0,918.0,7892.0,264.0,1979,55.0
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,TA,Av,TA,GasA,Ex,Y,TA,Gd,RFn,Basment,6,1520.0,1156.0,0,674,1520.0,9600.0,364.0,1955,80.0
RL,Pave,Reg,Gtl,NWAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,Fin,Attchd,7,1411.0,1386.0,0,822,1411.0,11900.0,544.0,1977,85.0
RM,Pave,Reg,Gtl,OldTown,2.5Unf,TA,BrkTil,Gd,No,Gd,OthW,Fa,N,TA,Gd,Unf,Detchd,6,2058.0,735.0,924,319,1134.0,9600.0,396.0,1917,60.0
RL,Pave,IR1,Gtl,Edwards,SLvl,Gd,CBlock,Gd,Av,Gd,GasA,TA,Y,Gd,Gd,Unf,Attchd,6,2201.0,697.0,626,0,1575.0,19690.0,432.0,1966,
RL,Pave,Reg,Gtl,Edwards,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,BuiltIn,7,1656.0,746.0,896,0,760.0,6931.0,397.0,2003,60.0
RL,Pave,IR3,Gtl,SawyerW,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,Fa,RFn,Attchd,7,1494.0,1482.0,0,1443,1494.0,16196.0,514.0,1998,
RL,Pave,Reg,Gtl,SawyerW,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,Unf,Attchd,6,1564.0,650.0,676,0,888.0,8400.0,476.0,1980,70.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,6,981.0,981.0,0,282,981.0,10530.0,576.0,1971,
RL,Pave,Reg,Gtl,Crawfor,2Story,TA,PConc,TA,No,TA,GasA,TA,Y,Gd,TA,Unf,Detchd,6,1502.0,602.0,602,0,900.0,10592.0,180.0,1923,55.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,Fin,Attchd,5,1092.0,1092.0,0,895,1092.0,14850.0,299.0,1957,69.0
RH,Pave,IR2,Gtl,SWISU,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,5,1520.0,793.0,672,182,848.0,4500.0,281.0,1932,55.0
RL,Pave,IR1,Gtl,Sawyer,SLvl,TA,CBlock,TA,Av,TA,GasA,Ex,Y,TA,Fa,RFn,Attchd,5,1320.0,1164.0,0,328,1320.0,11777.0,564.0,1966,96.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Ex,Mn,Ex,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,1836.0,1836.0,0,1039,1836.0,11362.0,862.0,2004,107.0
RM,Pave,IR1,Gtl,OldTown,2.5Unf,Fa,CBlock,TA,No,TA,GasA,TA,N,TA,Gd,Unf,Detchd,7,1889.0,925.0,925,0,964.0,10120.0,308.0,1910,60.0
RL,Pave,Reg,Gtl,OldTown,1Story,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,Gd,Unf,Detchd,5,1130.0,1120.0,0,821,1130.0,10800.0,720.0,1920,60.0
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,2398.0,1379.0,1015,719,1383.0,11787.0,834.0,1996,95.0
RL,Pave,IR1,Mod,Crawfor,1.5Fin,TA,CBlock,TA,Mn,TA,GasA,TA,Y,TA,Gd,Unf,Detchd,6,1991.0,854.0,895,297,1096.0,11275.0,432.0,1932,
RL,Pave,Reg,Gtl,Timber,1Story,Ex,PConc,Ex,Av,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,9,1838.0,1838.0,0,1260,1838.0,14601.0,765.0,2006,85.0
RL,Pave,Reg,Gtl,Sawyer,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Fin,Attchd,6,1352.0,663.0,689,371,663.0,9364.0,299.0,1969,80.0
RL,Pave,IR1,Gtl,NoRidge,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,1720.0,1720.0,0,919,1720.0,10593.0,527.0,1996,59.0
RL,Pave,IR1,Gtl,NAmes,2Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Gd,Fin,Attchd,6,1716.0,858.0,858,319,858.0,9247.0,490.0,1962,70.0
RL,Pave,IR1,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,Gd,,Unf,Detchd,5,999.0,999.0,0,588,999.0,7758.0,264.0,1962,
RL,Pave,IR2,Gtl,Gilbert,2Story,Ex,PConc,Gd,No,Gd,GasA,Gd,Y,TA,TA,Fin,BuiltIn,6,1470.0,680.0,790,310,680.0,9765.0,420.0,1993,
RL,Pave,Reg,Gtl,Edwards,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,4,1132.0,1132.0,0,1024,1132.0,7024.0,451.0,2005,60.0
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,BrkTil,Gd,Mn,Gd,GasA,Ex,Y,TA,Gd,Fin,Detchd,6,1674.0,1163.0,511,0,1163.0,21780.0,396.0,1918,66.0
RH,Pave,Reg,Gtl,NAmes,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,6,1337.0,1405.0,0,266,1337.0,4060.0,511.0,1998,34.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,TA,,Unf,Attchd,7,1349.0,1349.0,0,0,1349.0,8450.0,539.0,2000,65.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1148.0,1148.0,0,1148,1148.0,7931.0,672.0,1959,70.0
RL,Pave,Reg,Gtl,Sawyer,2Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,TA,RFn,Attchd,6,1683.0,918.0,765,226,918.0,11184.0,440.0,1978,70.0
RM,Pave,Reg,Gtl,MeadowV,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,NoGarage,,4,1344.0,546.0,546,0,798.0,1533.0,0.0,1970,21.0
RL,Pave,IR1,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,RFn,Attchd,5,1696.0,1140.0,0,0,1696.0,13673.0,349.0,1962,40.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,GasA,TA,Y,TA,,RFn,Attchd,5,882.0,0.0,0,0,882.0,8339.0,294.0,1959,
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,1895.0,712.0,809,0,1086.0,10832.0,409.0,1994,
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,N,TA,,Unf,Detchd,5,894.0,894.0,0,0,894.0,6600.0,308.0,1962,60.0
RL,Pave,Reg,Gtl,NAmes,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,TA,RFn,Attchd,5,1812.0,864.0,936,540,876.0,7590.0,264.0,1962,69.0
RL,Pave,Reg,Gtl,NWAmes,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,Unf,Attchd,7,1714.0,980.0,734,394,980.0,10421.0,496.0,1988,80.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,6,1114.0,1114.0,0,814,1114.0,13695.0,576.0,2003,66.0
RL,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,7,1689.0,1689.0,0,0,1689.0,9849.0,954.0,2007,83.0
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Attchd,5,1376.0,768.0,408,368,968.0,9492.0,240.0,1941,79.0
RL,Pave,Reg,Gtl,NAmes,SLvl,Gd,CBlock,Gd,Gd,Gd,GasA,Gd,Y,Ex,TA,Fin,Attchd,8,2704.0,1952.0,704,1410,2000.0,13860.0,538.0,1972,75.0
